tas,"	Year", Month, Country, ISO3, ISO2
21.5601,1944,12,OMN,,
19.3516,1945,1,OMN,,
20.4049,1945,2,OMN,,
22.799,1945,3,OMN,,
25.8194,1945,4,OMN,,
29.2561,1945,5,OMN,,
30.2142,1945,6,OMN,,
28.304,1945,7,OMN,,
27.9418,1945,8,OMN,,
27.6057,1945,9,OMN,,
25.2116,1945,10,OMN,,
23.5181,1945,11,OMN,,
20.9843,1945,12,OMN,,
19.691,1946,1,OMN,,
20.744,1946,2,OMN,,
22.9166,1946,3,OMN,,
27.034,1946,4,OMN,,
29.2993,1946,5,OMN,,
30.4223,1946,6,OMN,,
28.5133,1946,7,OMN,,
27.7579,1946,8,OMN,,
27.3299,1946,9,OMN,,
26.9227,1946,10,OMN,,
23.2511,1946,11,OMN,,
20.3133,1946,12,OMN,,
20.21,1947,1,OMN,,
20.679,1947,2,OMN,,
23.0051,1947,3,OMN,,
26.3661,1947,4,OMN,,
28.7115,1947,5,OMN,,
30.0463,1947,6,OMN,,
28.6105,1947,7,OMN,,
27.5982,1947,8,OMN,,
26.5407,1947,9,OMN,,
25.262,1947,10,OMN,,
24.4475,1947,11,OMN,,
21.5763,1947,12,OMN,,
19.9925,1948,1,OMN,,
21.2821,1948,2,OMN,,
23.226,1948,3,OMN,,
26.4946,1948,4,OMN,,
29.6735,1948,5,OMN,,
30.252,1948,6,OMN,,
28.6147,1948,7,OMN,,
27.4963,1948,8,OMN,,
26.8953,1948,9,OMN,,
25.8611,1948,10,OMN,,
22.6542,1948,11,OMN,,
21.1949,1948,12,OMN,,
18.4694,1949,1,OMN,,
20.0461,1949,2,OMN,,
23.1591,1949,3,OMN,,
26.5145,1949,4,OMN,,
29.7412,1949,5,OMN,,
29.3263,1949,6,OMN,,
28.7128,1949,7,OMN,,
27.4713,1949,8,OMN,,
27.4567,1949,9,OMN,,
24.3971,1949,10,OMN,,
21.6119,1949,11,OMN,,
21.4101,1949,12,OMN,,
19.2315,1950,1,OMN,,
18.1748,1950,2,OMN,,
22.4678,1950,3,OMN,,
25.0373,1950,4,OMN,,
28.4909,1950,5,OMN,,
29.0774,1950,6,OMN,,
28.2494,1950,7,OMN,,
28.3036,1950,8,OMN,,
27.7153,1950,9,OMN,,
25.7008,1950,10,OMN,,
22.101,1950,11,OMN,,
20.0953,1950,12,OMN,,
19.7903,1951,1,OMN,,
20.2985,1951,2,OMN,,
22.5414,1951,3,OMN,,
24.9258,1951,4,OMN,,
29.2987,1951,5,OMN,,
30.4497,1951,6,OMN,,
28.8096,1951,7,OMN,,
28.0205,1951,8,OMN,,
28.6107,1951,9,OMN,,
27.4215,1951,10,OMN,,
24.4313,1951,11,OMN,,
22.1549,1951,12,OMN,,
19.6579,1952,1,OMN,,
21.1611,1952,2,OMN,,
23.5749,1952,3,OMN,,
26.8074,1952,4,OMN,,
29.0927,1952,5,OMN,,
29.8026,1952,6,OMN,,
27.9879,1952,7,OMN,,
27.0066,1952,8,OMN,,
26.7873,1952,9,OMN,,
25.428,1952,10,OMN,,
23.0192,1952,11,OMN,,
21.2249,1952,12,OMN,,
20.2705,1953,1,OMN,,
21.9263,1953,2,OMN,,
23.9489,1953,3,OMN,,
26.5448,1953,4,OMN,,
28.9047,1953,5,OMN,,
29.0177,1953,6,OMN,,
29.1339,1953,7,OMN,,
27.7229,1953,8,OMN,,
28.0024,1953,9,OMN,,
26.1318,1953,10,OMN,,
24.2149,1953,11,OMN,,
22.5099,1953,12,OMN,,
19.9094,1954,1,OMN,,
21.4496,1954,2,OMN,,
24.0047,1954,3,OMN,,
26.7711,1954,4,OMN,,
29.6435,1954,5,OMN,,
30.0646,1954,6,OMN,,
28.1989,1954,7,OMN,,
27.9008,1954,8,OMN,,
27.595,1954,9,OMN,,
25.5943,1954,10,OMN,,
23.5425,1954,11,OMN,,
21.9014,1954,12,OMN,,
20.5347,1955,1,OMN,,
19.9682,1955,2,OMN,,
23.2218,1955,3,OMN,,
25.9492,1955,4,OMN,,
29.218,1955,5,OMN,,
29.2535,1955,6,OMN,,
28.1313,1955,7,OMN,,
26.6131,1955,8,OMN,,
27.2954,1955,9,OMN,,
25.2983,1955,10,OMN,,
23.4703,1955,11,OMN,,
21.7136,1955,12,OMN,,
19.4068,1956,1,OMN,,
20.6501,1956,2,OMN,,
24.0246,1956,3,OMN,,
26.4254,1956,4,OMN,,
29.6529,1956,5,OMN,,
29.6721,1956,6,OMN,,
27.8068,1956,7,OMN,,
27.746,1956,8,OMN,,
27.7342,1956,9,OMN,,
25.9579,1956,10,OMN,,
23.3916,1956,11,OMN,,
21.1591,1956,12,OMN,,
19.5186,1957,1,OMN,,
19.3558,1957,2,OMN,,
22.5436,1957,3,OMN,,
25.7201,1957,4,OMN,,
29.2377,1957,5,OMN,,
30.1901,1957,6,OMN,,
28.2712,1957,7,OMN,,
27.7158,1957,8,OMN,,
27.2691,1957,9,OMN,,
25.9685,1957,10,OMN,,
24.3952,1957,11,OMN,,
22.0134,1957,12,OMN,,
20.5649,1958,1,OMN,,
21.0452,1958,2,OMN,,
23.7525,1958,3,OMN,,
27.2268,1958,4,OMN,,
29.7255,1958,5,OMN,,
30.8091,1958,6,OMN,,
28.938,1958,7,OMN,,
28.2165,1958,8,OMN,,
27.3129,1958,9,OMN,,
26.0661,1958,10,OMN,,
23.3634,1958,11,OMN,,
21.3016,1958,12,OMN,,
19.3207,1959,1,OMN,,
19.9281,1959,2,OMN,,
22.9145,1959,3,OMN,,
26.7902,1959,4,OMN,,
29.5181,1959,5,OMN,,
30.067,1959,6,OMN,,
28.831,1959,7,OMN,,
27.226,1959,8,OMN,,
27.4198,1959,9,OMN,,
26.1877,1959,10,OMN,,
22.8789,1959,11,OMN,,
20.073,1959,12,OMN,,
20.302,1960,1,OMN,,
21.3448,1960,2,OMN,,
23.074,1960,3,OMN,,
25.9708,1960,4,OMN,,
29.2625,1960,5,OMN,,
30.1969,1960,6,OMN,,
28.9433,1960,7,OMN,,
27.6301,1960,8,OMN,,
27.8162,1960,9,OMN,,
26.0704,1960,10,OMN,,
24.2849,1960,11,OMN,,
21.5582,1960,12,OMN,,
20.5497,1961,1,OMN,,
21.1495,1961,2,OMN,,
23.4671,1961,3,OMN,,
26.2421,1961,4,OMN,,
29.6798,1961,5,OMN,,
29.9858,1961,6,OMN,,
29.2235,1961,7,OMN,,
28.3411,1961,8,OMN,,
27.0705,1961,9,OMN,,
25.5845,1961,10,OMN,,
23.6225,1961,11,OMN,,
21.6444,1961,12,OMN,,
19.8411,1962,1,OMN,,
21.5385,1962,2,OMN,,
23.5741,1962,3,OMN,,
26.9852,1962,4,OMN,,
29.1598,1962,5,OMN,,
29.9292,1962,6,OMN,,
28.8513,1962,7,OMN,,
27.9075,1962,8,OMN,,
28.0242,1962,9,OMN,,
25.7849,1962,10,OMN,,
24.4123,1962,11,OMN,,
20.9808,1962,12,OMN,,
20.3531,1963,1,OMN,,
21.5158,1963,2,OMN,,
23.5684,1963,3,OMN,,
26.7386,1963,4,OMN,,
28.5449,1963,5,OMN,,
30.0096,1963,6,OMN,,
28.9033,1963,7,OMN,,
27.4886,1963,8,OMN,,
26.7968,1963,9,OMN,,
26.4638,1963,10,OMN,,
24.0475,1963,11,OMN,,
21.1378,1963,12,OMN,,
18.4813,1964,1,OMN,,
20.2896,1964,2,OMN,,
23.5134,1964,3,OMN,,
27.2843,1964,4,OMN,,
29.6832,1964,5,OMN,,
30.1791,1964,6,OMN,,
28.7387,1964,7,OMN,,
27.3945,1964,8,OMN,,
27.3674,1964,9,OMN,,
25.0863,1964,10,OMN,,
22.709,1964,11,OMN,,
19.3069,1964,12,OMN,,
19.7822,1965,1,OMN,,
21.6633,1965,2,OMN,,
23.5353,1965,3,OMN,,
25.2619,1965,4,OMN,,
28.9727,1965,5,OMN,,
29.5507,1965,6,OMN,,
28.5267,1965,7,OMN,,
27.912,1965,8,OMN,,
